"Time","N","MeanProducerProportion","GenomeLength","PopulationStructure","FitnessDistribution","MigrationRate","MutationRateSocial","MutationRateTolerance","MutationRateAdaptation","ProductionCost","MinCarryingCapacity","MaxCarryingCapacity","EnvChangeFreq","Replicate"
2120,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2130,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2140,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2150,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2160,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2170,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2180,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2190,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2200,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2210,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2220,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2230,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2240,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2250,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2260,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2270,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2280,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2290,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2300,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2310,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2320,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2330,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2340,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2350,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2360,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2370,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2380,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2390,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2400,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2410,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2420,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2430,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2440,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2450,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2460,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2470,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2480,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2490,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2500,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2510,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2520,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2530,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2540,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2550,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2560,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2570,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2580,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2590,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2600,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2610,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2620,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2630,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2640,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2650,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2660,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2670,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2680,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2690,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2700,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2710,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2720,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2730,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2740,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2750,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2760,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2770,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2780,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2790,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2800,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2810,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2820,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2830,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2840,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2850,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2860,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2870,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2880,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2890,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2900,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2910,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2920,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2930,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2940,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2950,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2960,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2970,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2980,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
2990,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,317
0,8,0.75,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
10,234,0.821770059487038,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
20,522,0.839953423567487,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
30,593,0.816323879957533,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
40,625,0.803783123855071,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
50,625,0.815089666865679,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
60,625,0.835735990311533,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
70,625,0.851293852647189,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
80,625,0.860547003338083,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
90,625,0.892956304968687,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
100,625,0.910226441878365,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
110,625,0.910550198565254,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
120,625,0.916912429919473,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
130,625,0.922788477508815,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
140,625,0.928152837713732,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
150,625,0.927530255139577,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
160,625,0.92221094855685,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
170,625,0.9259397658674,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
180,625,0.941197466375587,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
190,625,0.962042313436743,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
200,625,0.974077329370202,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
210,625,0.980617479974778,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
220,625,0.980120945504496,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
230,625,0.97246258707132,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
240,625,0.964822223311243,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
250,625,0.959714707096821,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
260,625,0.959301822428034,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
270,625,0.95862583945457,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
280,625,0.961766890635259,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
290,625,0.968043625913612,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
300,625,0.976985697427308,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
310,625,0.9862489255448,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
320,625,0.994409890564694,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
330,625,0.998010000948264,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
340,625,0.999618172821187,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
350,625,0.999865860326883,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
360,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
370,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
380,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
390,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
400,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
410,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
420,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
430,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
440,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
450,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
460,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
470,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
480,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
490,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
500,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
510,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
520,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
530,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
540,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
550,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
560,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
570,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
580,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
590,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
600,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
610,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
620,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
630,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
640,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
650,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
660,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
670,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
680,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
690,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
700,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
710,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
720,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
730,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
740,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
750,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
760,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
770,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
780,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
790,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
800,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
810,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
820,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
830,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
840,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
850,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
860,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
870,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
880,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
890,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
900,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
910,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
920,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
930,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
940,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
950,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
960,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
970,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
980,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
990,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1000,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1010,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1020,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1030,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1040,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1050,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1060,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1070,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1080,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1090,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1100,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1110,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1120,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1130,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1140,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1150,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1160,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1170,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1180,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1190,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1200,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1210,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1220,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1230,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1240,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1250,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1260,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1270,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1280,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1290,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1300,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1310,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1320,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1330,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1340,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1350,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1360,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1370,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1380,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1390,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1400,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1410,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1420,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1430,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1440,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1450,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1460,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1470,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1480,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1490,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1500,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1510,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1520,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1530,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1540,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1550,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1560,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1570,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1580,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1590,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1600,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1610,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1620,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1630,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1640,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1650,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1660,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1670,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1680,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1690,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
1700,625,1,8,"lattice, 25x25","uniform",0.05,0,1e-05,1e-05,0.1,800,2000,NA,318
